22039,2022,0,1,2022,0,14,700
22040,2022,0,21,2022,1,10,800
22041,2022,2,14,2022,2,21,900
22042,2022,0,5,2022,1,7,5000
22043,2022,0,5,2022,0,4,5
22044,2022,0,5,2022,0,4,500
22045,2022,0,5,2022,0,4,500
22046,2022,0,5,2022,0,6,50
22047,2022,0,5,2022,0,6,50
22048,2022,0,5,2022,0,6,50
22049,2022,0,5,2022,0,6,500
22050,2022,0,5,2022,0,6,500
22051,2022,0,5,2022,0,6,500
22052,2022,0,5,2022,0,6,500
22053,2022,0,5,2022,0,6,500
22054,2022,0,5,2022,0,10,500
22055,2022,0,5,2022,0,10,500
22056,2022,0,5,2022,0,10,5000
22057,2022,0,10,2022,0,25,5000
